Sample Name	RollUpLevel	Rank	TaxID	Type	Phylum	Class	Order	Family	Genus	Species	All Samples	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
Komagataeibacter	genus	genus	1434011	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter		77	6	0	10	9	6	4	9	8	8	7	3	7
Lactobacillus	genus	genus	1578	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		76	2	4	6	8	4	5	6	11	10	7	7	6
Gloeocapsa	genus	genus	102231	Bacteria	Cyanobacteria		Chroococcales		Gloeocapsa		76	24	0	15	8	6	0	0	0	19	4	0	0
Acidicaldus	genus	genus	368783	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidicaldus		76	12	1	6	7	10	3	9	6	7	6	0	9
Truepera	genus	genus	332248	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera		76	0	0	5	10	8	0	11	14	7	7	0	14
Bacilli unclassified	genus	class	91061	Bacteria	Firmicutes	Bacilli					75	10	6	7	10	9	3	8	6	4	4	6	2
Methylohalobius	genus	genus	244364	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylothermaceae	Methylohalobius		75	0	2	12	5	3	0	8	11	16	0	6	12
Bellilinea	genus	genus	475960	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea		75	0	0	0	0	0	19	6	0	13	13	8	16
Spirochaetaceae unclassified	genus	family	137	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae			74	2	5	16	0	7	6	6	10	9	5	3	5
Flavobacterium	genus	genus	237	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		74	4	7	10	4	10	2	15	6	4	4	4	4
Methylobacter	genus	genus	429	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter		74	1	0	6	7	7	7	11	5	7	10	8	5
Coriobacteriaceae unclassified	genus	family	84107	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae			72	3	2	4	10	2	4	9	9	7	4	6	12
Solirubrobacterales unclassified	genus	order	588673	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales				72	2	0	5	12	5	3	7	8	12	2	3	13
Holophaga	genus	genus	35838	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga		72	0	0	7	0	10	6	0	14	0	7	12	16
Comamonas	genus	genus	283	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas		71	3	1	7	7	4	2	14	8	4	5	10	6
Aurantimonadaceae unclassified	genus	family	255475	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae			71	5	2	7	7	4	5	7	2	8	9	5	10
Derxia	genus	genus	203697	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Derxia		70	9	0	4	10	5	5	5	6	5	8	6	7
Sulfuritalea	genus	genus	1054211	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Sulfuritalea		70	7	0	7	11	4	7	6	9	7	7	0	5
Polyangiaceae unclassified	genus	family	49	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae			69	12	1	0	7	5	5	6	4	9	8	5	7
Geobacillus	genus	genus	129337	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus		69	5	3	8	5	6	1	5	7	6	6	5	12
Patescibacteria group unclassified	genus	no rank	1783273	Bacteria							69	2	4	7	4	3	5	2	9	6	8	5	14
Francisella	genus	genus	262	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella		69	0	0	0	15	4	1	25	6	18	0	0	0
Leptothrix	genus	genus	88	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		Leptothrix		68	2	0	3	13	7	3	4	5	9	6	7	9
Cyclobacteriaceae unclassified	genus	family	563798	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae			68	10	1	23	3	16	1	2	8	1	1	1	1
Acetobacter	genus	genus	434	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter		67	5	0	5	13	7	4	9	1	6	7	7	3
Ochrobactrum	genus	genus	528	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum		67	6	3	4	7	9	2	6	11	8	6	2	3
Klebsiella	genus	genus	570	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella		67	5	1	7	7	7	4	7	6	8	4	7	4
Cyclobacterium	genus	genus	68288	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium		67	6	0	0	5	56	0	0	0	0	0	0	0
Maricaulis	genus	genus	74317	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis		67	23	2	10	8	8	0	7	5	0	4	0	0
Chlorobaculum	genus	genus	256319	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum		67	1	0	3	0	7	0	13	2	6	1	18	16
Acidihalobacter	genus	genus	1765964	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidihalobacter		67	8	0	5	2	6	0	12	10	6	8	0	10
Coleofasciculus	genus	genus	669368	Bacteria	Cyanobacteria		Oscillatoriales		Coleofasciculus		67	0	0	0	20	0	0	13	0	34	0	0	0
Nanoarchaeota unclassified	genus	phylum	192989	Archaea	Nanoarchaeota						66	1	1	3	0	4	9	5	14	6	8	6	9
Acidithiobacillales unclassified	genus	order	225057	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales				66	5	3	7	9	7	4	12	5	4	2	3	5
Microcoleus	genus	genus	44471	Bacteria	Cyanobacteria		Oscillatoriales		Microcoleus		66	0	0	11	15	0	0	11	0	22	7	0	0
Treponema	genus	genus	157	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema		65	2	2	6	3	4	8	11	8	6	4	5	6
Pseudoalteromonas	genus	genus	53246	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas		65	6	4	9	5	4	1	11	5	8	6	4	2
Leotiomyceta unclassified	genus	no rank	716546	Fungi	Ascomycota						65	0	0	0	23	0	2	19	4	15	2	0	0
Parabacteroides	genus	genus	375288	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides		64	1	0	10	3	11	4	4	11	6	4	7	3
Henriciella	genus	genus	453849	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Henriciella		64	7	0	7	12	9	0	11	8	3	7	0	0
Candidatus Moranbacteria unclassified	genus	phylum	1752737	Bacteria	Candidatus Moranbacteria						64	4	2	6	5	4	5	5	10	8	6	3	6
Geofilum	genus	genus	1236988	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Geofilum		64	0	9	8	0	12	0	11	15	9	0	0	0
Brucella	genus	genus	234	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella		63	4	1	10	11	3	2	5	5	8	7	1	6
Stigonematales unclassified	genus	order	1189	Bacteria	Cyanobacteria		Stigonematales				63	7	3	8	11	2	0	5	5	12	8	2	0
Methylobacteriaceae unclassified	genus	family	119045	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae			63	5	3	5	8	6	5	5	6	4	8	2	6
Peptococcaceae unclassified	genus	family	186807	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae			62	1	3	6	9	2	7	2	5	7	1	10	9
Cytophagales unclassified	genus	order	768507	Bacteria	Bacteroidetes	Cytophagia	Cytophagales				62	13	1	4	9	7	1	10	4	4	5	2	2
Nostocales unclassified	genus	order	1161	Bacteria	Cyanobacteria		Nostocales				61	3	0	7	11	1	1	8	1	15	8	1	5
Arthrospira	genus	genus	35823	Bacteria	Cyanobacteria		Oscillatoriales		Arthrospira		61	3	2	7	12	6	1	5	1	11	9	0	4
Curvibacter	genus	genus	281915	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter		61	10	0	5	2	1	4	6	14	6	5	5	3
Phycicoccus	genus	genus	367298	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Phycicoccus		61	8	1	2	11	4	4	7	5	4	3	5	7
Rhodothermus	genus	genus	29548	Bacteria	Bacteroidetes		Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Rhodothermus		60	5	0	0	13	0	0	6	13	0	12	11	0
Cucumibacter	genus	genus	1121251	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Cucumibacter		60	2	6	6	9	7	0	4	9	5	12	0	0
Limnoraphis	genus	genus	1332112	Bacteria	Cyanobacteria		Oscillatoriales		Limnoraphis		60	0	0	9	0	0	0	9	4	31	7	0	0
Planctomycetales unclassified	genus	order	112	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales				59	5	0	3	3	2	5	3	6	9	6	9	8
Capnocytophaga	genus	genus	1016	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga		59	7	1	10	6	4	1	9	1	3	7	6	4
Streptococcus	genus	genus	1301	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		59	2	7	8	3	4	4	5	5	7	6	3	5
Alicyclobacillus	genus	genus	29330	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus		59	3	0	2	5	1	4	7	5	4	4	7	17
Blastomonas	genus	genus	150203	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas		59	0	0	19	16	16	2	3	0	1	1	0	1
Edaphobacter	genus	genus	388463	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter		59	0	0	6	12	0	10	14	0	0	0	6	11
Salinispira	genus	genus	1616789	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira		59	0	0	21	0	12	0	0	15	11	0	0	0
Tateyamaria	genus	genus	299261	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tateyamaria		58	5	2	10	14	6	2	2	5	5	0	0	7
Methyloversatilis	genus	genus	378210	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Methyloversatilis		58	3	0	10	13	8	0	15	1	0	8	0	0
Sedimentitalea	genus	genus	1541818	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sedimentitalea		58	9	3	7	11	8	0	7	5	8	0	0	0
Sphaerotilus	genus	genus	34102	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		Sphaerotilus		58	0	0	3	6	0	0	5	6	10	5	12	11
Legionella	genus	genus	445	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella		57	10	1	1	18	2	4	7	4	4	3	1	2
Halomonadaceae unclassified	genus	family	28256	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae			57	6	3	3	5	9	3	5	5	5	5	3	5
Marivirga	genus	genus	869806	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marivirga		57	33	0	9	0	15	0	0	0	0	0	0	0
Thermopetrobacter	genus	genus	1495041	Bacteria	Proteobacteria	Alphaproteobacteria			Thermopetrobacter		57	4	0	2	9	6	5	11	4	7	6	0	3
Actinoplanes	genus	genus	1865	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes		56	2	1	2	5	3	5	15	7	2	4	5	5
Streptosporangiaceae unclassified	genus	family	2004	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae			56	2	0	0	9	1	7	7	5	4	6	6	9
Microbispora	genus	genus	2005	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Microbispora		56	4	1	3	7	3	1	3	7	7	7	8	5
Litoreibacter	genus	genus	947567	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Litoreibacter		56	9	3	10	9	8	0	8	0	3	3	3	0
Rubrobacter	genus	genus	42255	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter		56	0	0	8	0	0	0	2	17	0	10	10	9
Marinimicrobia unclassified	genus	phylum	62680	Bacteria	Marinimicrobia						55	1	4	3	8	4	2	7	4	6	3	8	5
Odoribacter	genus	genus	283168	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter		55	2	6	5	3	7	4	9	6	4	4	3	2
Sunxiuqinia	genus	genus	1254401	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia		55	0	7	12	0	15	0	8	13	0	0	0	0
Novispirillum	genus	genus	660514	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Novispirillum		55	0	0	8	9	6	8	0	6	11	4	3	0
Lewinella	genus	genus	70994	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Lewinella		55	0	0	0	32	10	0	8	5	0	0	0	0
Selenomonas	genus	genus	970	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas		54	1	0	3	6	2	5	5	7	7	4	5	9
Alteromonadales unclassified	genus	order	135622	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales				54	4	1	6	4	7	2	8	4	7	5	0	6
Akkermansia	genus	genus	239934	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia		54	2	1	3	1	7	3	3	9	3	3	3	16
Altererythrobacter	genus	genus	361177	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter		54	11	0	5	29	8	0	0	0	0	0	1	0
Dehalogenimonas	genus	genus	670486	Bacteria	Chloroflexi	Dehalococcoidia			Dehalogenimonas		54	2	0	1	0	1	9	8	2	9	1	2	19
Kamptonema	genus	genus	1501433	Bacteria	Cyanobacteria		Oscillatoriales		Kamptonema		54	5	0	4	14	5	2	5	4	7	5	1	2
Dechloromonas	genus	genus	73029	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas		54	0	0	9	6	0	0	18	6	0	9	0	6
Lachnospiraceae unclassified	genus	family	186803	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			53	3	3	3	4	3	4	5	4	5	9	4	6
Chrysosporum	genus	genus	1650335	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Chrysosporum		53	7	0	3	13	3	1	4	6	9	3	2	2
Desulfohalobium	genus	genus	45662	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfohalobium		53	0	5	7	0	0	0	0	19	0	0	13	9
Aminomonas	genus	genus	81411	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Aminomonas		53	0	0	0	0	0	12	10	16	0	0	8	7
Flavobacteriales unclassified	genus	order	200644	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales				52	5	3	7	11	9	4	4	2	2	1	2	2
Tolypothrix	genus	genus	111782	Bacteria	Cyanobacteria		Nostocales	Microchaetaceae	Tolypothrix		52	0	1	2	15	0	0	17	0	8	9	0	0
Methylocapsa	genus	genus	184923	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocapsa		52	0	0	12	23	0	0	12	0	2	3	0	0
Nitriliruptor	genus	genus	596499	Bacteria	Actinobacteria	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor		52	0	0	11	9	10	0	11	0	6	0	0	5
Tepidicaulis	genus	genus	1742977	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Tepidicaulis		51	0	0	5	20	1	0	9	0	6	10	0	0
Pseudonocardiaceae unclassified	genus	family	2070	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae			50	3	1	0	5	5	3	3	6	5	3	8	8
Bacteroidetes/Chlorobi group unclassified	genus	no rank	68336	Bacteria							50	2	1	4	15	4	0	9	4	5	2	2	2
Candidatus Uhrbacteria unclassified	genus	phylum	1752732	Bacteria	Candidatus Uhrbacteria						49	1	2	3	2	5	7	5	6	5	7	2	4
Aquincola	genus	genus	391952	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		Aquincola		49	0	0	4	5	4	10	4	14	0	8	0	0
Flexibacter	genus	genus	992	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter		48	9	0	15	17	0	0	7	0	0	0	0	0
Micrococcaceae unclassified	genus	family	1268	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae			48	2	2	3	6	3	7	1	5	6	1	8	4
Micromonospora	genus	genus	1873	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora		48	3	1	4	4	2	4	7	6	5	4	2	6
Haloferax	genus	genus	2251	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax		48	5	1	0	4	6	3	3	5	7	2	2	10
Polaromonas	genus	genus	52972	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		48	1	0	2	16	1	0	1	8	6	0	8	5
Leifsonia	genus	genus	110932	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia		48	1	1	3	3	7	2	7	2	2	8	7	5
Deinococci unclassified	genus	class	188787	Bacteria	Deinococcus-Thermus	Deinococci					48	2	0	4	2	7	4	4	4	5	4	6	6
Silvibacterium	genus	genus	1775468	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Silvibacterium		48	11	0	0	8	6	0	0	0	11	12	0	0
Calditerricola	genus	genus	373053	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Calditerricola		48	0	0	8	8	0	0	8	9	0	0	5	10
Planktothrix	genus	genus	54304	Bacteria	Cyanobacteria		Oscillatoriales		Planktothrix		47	3	2	8	4	7	2	4	4	10	1	0	2
Filomicrobium	genus	genus	119044	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium		47	3	0	1	12	2	6	4	8	2	6	0	3
Sandarakinorhabdus	genus	genus	362865	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus		47	13	0	12	7	7	3	2	1	0	1	0	1
Tepidiphilus	genus	genus	203470	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Tepidiphilus		47	0	1	3	0	7	1	5	8	10	7	2	3
Micromonosporaceae unclassified	genus	family	28056	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae			46	4	0	4	3	2	5	6	3	5	3	2	9
Salinibacter	genus	genus	146918	Bacteria	Bacteroidetes		Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Salinibacter		46	1	3	2	3	3	2	1	5	2	2	9	13
Methyloceanibacter	genus	genus	1484898	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Methyloceanibacter		46	5	0	8	5	1	0	7	7	2	5	0	6
Patulibacter	genus	genus	361607	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Patulibacteraceae	Patulibacter		46	0	0	0	12	0	1	0	10	2	17	2	2
Pseudonocardia	genus	genus	1847	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		45	1	0	2	3	3	2	7	5	3	4	2	13
Terrabacter	genus	genus	53355	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter		45	4	1	3	4	6	3	9	2	2	5	2	4
Castellaniella	genus	genus	359336	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Castellaniella		45	5	6	5	8	2	0	4	10	0	5	0	0
Neisseriaceae unclassified	genus	family	481	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae			44	2	2	2	6	3	3	6	3	2	4	3	8
Aromatoleum	genus	genus	551759	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum		44	7	0	8	6	0	0	6	0	0	11	0	6
Chloroherpeton	genus	genus	100715	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chloroherpeton		44	0	0	24	0	0	0	9	11	0	0	0	0
Xenophilus	genus	genus	151754	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Xenophilus		44	0	0	0	10	3	0	6	6	0	7	5	7
Candidatus Omnitrophus	genus	genus	1431823	Bacteria	Omnitrophica				Candidatus Omnitrophus		44	0	0	0	0	0	12	0	0	4	0	11	17
Rathayibacter	genus	genus	33886	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter		43	7	2	4	3	0	0	8	4	3	2	5	5
Niveispirillum	genus	genus	1543704	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Niveispirillum		43	7	0	5	6	6	0	10	0	0	3	0	6
Gracilimonas	genus	genus	649462	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Gracilimonas		43	0	6	12	0	15	0	0	10	0	0	0	0
Nitrococcus	genus	genus	35796	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Nitrococcus		43	0	0	4	7	5	0	0	8	4	6	0	9
Schlesneria	genus	genus	656899	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Schlesneria		43	0	0	0	11	0	0	0	9	7	0	8	8
Acidobacterium	genus	genus	33973	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium		42	8	0	0	5	0	0	12	6	0	7	0	4
Brachybacterium	genus	genus	43668	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium		42	1	0	6	4	2	1	5	3	3	5	6	6
Hyphomicrobiaceae unclassified	genus	family	45401	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae			42	2	1	4	10	2	2	8	3	0	5	3	2
Olsenella	genus	genus	133925	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella		42	5	1	2	3	2	4	2	8	1	1	6	7
Paenibacillaceae unclassified	genus	family	186822	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae			42	3	0	1	3	6	6	3	4	6	3	3	4
Cryomorphaceae unclassified	genus	family	246874	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae			41	6	2	2	4	5	1	3	6	5	4	2	1
Porphyromonas	genus	genus	836	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas		40	3	1	1	2	8	2	2	4	6	6	0	5
Veillonellaceae unclassified	genus	family	31977	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae			40	1	0	3	2	5	4	4	4	3	2	7	5
Rheinheimera	genus	genus	67575	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera		40	2	0	0	1	1	9	6	0	5	2	1	13
Smithella	genus	genus	182623	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Smithella		40	0	1	1	0	3	1	3	5	1	0	2	23
Curtobacterium	genus	genus	2034	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium		39	2	0	3	6	2	2	6	5	3	7	0	3
Candidatus Peregrinibacteria unclassified	genus	phylum	1619053	Bacteria	Candidatus Peregrinibacteria						39	2	5	3	3	1	3	6	1	3	5	1	6
Yonghaparkia	genus	genus	355929	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Yonghaparkia		38	3	1	1	3	3	0	9	3	1	7	3	4
Shimia	genus	genus	573139	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia		38	1	0	18	19	0	0	0	0	0	0	0	0
Thiorhodospira	genus	genus	154346	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thiorhodospira		38	0	5	11	0	9	0	12	1	0	0	0	0
Rivularia	genus	genus	373984	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Rivularia		38	0	0	0	0	6	0	18	0	14	0	0	0
Campylobacter	genus	genus	194	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter		37	2	3	5	4	3	3	2	1	4	3	2	5
Methylomonas	genus	genus	416	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas		37	2	1	8	1	6	2	1	6	3	4	1	2
Halorubrum	genus	genus	56688	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halorubrum		37	6	1	1	2	2	4	1	1	2	4	7	6
Asticcacaulis	genus	genus	76890	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis		37	5	1	5	14	2	0	2	1	2	3	0	2
Nocardiaceae unclassified	genus	family	85025	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae			37	0	0	1	7	5	3	6	1	3	3	2	6
Oscillospiraceae unclassified	genus	family	216572	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae			37	4	0	0	5	0	2	6	4	4	3	6	3
Confluentimicrobium	genus	genus	1609958	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Confluentimicrobium		37	4	2	4	11	4	0	4	6	0	0	0	2
FCB group unclassified	genus	no rank	1783270	Bacteria							37	7	0	1	4	3	2	4	5	3	2	3	3
Sulfuricella	genus	genus	935200	Bacteria	Proteobacteria	Betaproteobacteria	Sulfuricellales	Sulfuricellaceae	Sulfuricella		37	0	0	1	4	2	2	8	0	1	9	0	10
Fusobacterium	genus	genus	848	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium		36	6	5	6	3	3	3	1	0	2	4	2	1
Cytophagaceae unclassified	genus	family	89373	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			36	3	2	1	7	4	1	3	4	2	2	3	4
Cobetia	genus	genus	204286	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Cobetia		36	3	1	2	4	3	1	4	3	2	4	4	5
Fulvimarina	genus	genus	217510	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Fulvimarina		36	4	4	9	10	5	0	0	0	0	4	0	0
Puniceibacterium	genus	genus	1608404	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Puniceibacterium		36	4	0	5	12	6	0	4	2	3	0	0	0
